"id","Q1Pur","Q2Aw_1","Q2Aw_2","Q2Aw_3","Q2Aw_4","Q2Aw_5","Q2Aw_6","Q2Aw_7","Q2Aw_8","Q2Aw_9","Q2Aw_10","Q2Aw_11","Q3Pi_r1","Q3Pi_r2","Q3Pi_r3","Q3Pi_r4","Q3Pi_r5","Q3Pi_r6","Q3Pi_r7","Q3Pi_r8","Q3Pi_r9","Q3Pi_r10","Q4CredL_r1","Q4CredL_r2","Q4CredL_r3","Q4CredL_r4","Q5CredG_r1","Q5CredG_r2","Q5CredG_r3","Q5CredG_r4","Q6CredT_r1","Q6CredT_r2","Q6CredT_r3","Q6CredT_r4","Q7Belief","Q8Myst","Q9Myst","Q10Myst","Q11Myst","Q12Myst","Q13Opti_r1","Q13Opti_r2","Q13Opti_r3","Q13Opti_r4","Q13Opti_r5","Q13Opti_r6","Q13Opti_r7","Q13Opti_r8","Q13Opti_r9","Q14Demo","Q15Demo","Q16Demo","Q17Demo","Q18Demo","Q19Demo","Q20Demo","Q21Demo","Q22Demo","Q23Com"
351,1,1,0,0,1,1,1,1,1,1,1,0,1,2,2,3,1,4,6,4,3,3,3,6,7,3,5,5,6,3,5,5,7,4,3,2,"",NA,"",2,6,3,3,4,6,5,3,3,3,1,24,"Switzerland",1,1,4,4,1,1,"It is rare that I wear jeans other than skinny and I don't like light blue at all."
353,3,1,1,1,1,1,1,1,1,1,0,0,7,3,5,7,6,2,3,5,2,1,6,7,7,7,6,6,6,5,7,6,7,7,2,2,"",NA,"",2,4,6,5,5,3,4,4,5,6,2,22,"France",3,4,1,4,1,1,""
354,1,1,1,0,1,1,1,0,0,0,0,0,4,3,2,3,4,3,2,2,2,2,4,4,5,4,4,4,4,4,4,4,5,4,3,2,"",NA,"",2,4,2,5,5,3,3,5,6,4,2,39,"Netherlands",1,2,1,3,1,1,""
355,2,1,0,1,1,1,1,1,1,1,1,0,7,4,6,2,1,2,5,1,2,1,7,7,7,7,6,6,7,5,7,7,7,7,3,1,"Phone cases on phonelook.ch",2,"",2,7,7,6,7,5,7,6,6,7,1,24,"Switzerland",3,1,2,4,1,1,""
362,3,1,1,1,1,1,1,1,1,1,1,0,5,3,5,5,3,3,2,5,4,4,6,5,5,6,5,4,5,5,5,6,6,6,3,1,"Outfittery",2,"",2,7,6,5,6,6,5,5,6,5,1,31,"Germany",2,3,1,5,2,2,""
363,1,1,0,0,1,1,0,0,0,0,0,0,3,1,1,6,6,1,1,1,1,1,6,5,6,5,4,4,4,4,7,7,7,7,1,1,"Outfittery",2,"",2,7,6,5,7,7,6,5,7,7,2,32,"Germany",2,5,1,5,2,2,""
364,1,1,0,0,0,0,0,1,0,0,0,0,6,4,6,5,6,6,5,6,2,2,4,4,5,5,3,3,3,4,3,3,3,3,3,2,"",NA,"",2,6,3,4,6,5,2,5,6,5,1,24,"Germany",3,1,4,4,1,1,""
366,2,1,1,1,1,0,1,0,1,1,0,0,6,5,6,3,3,4,3,3,2,2,6,5,5,4,4,4,4,4,5,5,5,5,3,2,"",NA,"",1,4,4,4,5,5,5,6,5,4,2,26,"China",3,3,4,2,1,2,""
367,3,1,1,1,1,1,1,0,1,1,1,0,4,4,4,5,3,2,2,4,2,2,5,3,4,4,5,4,5,4,5,4,5,5,2,2,"",NA,"",2,6,6,7,6,6,3,4,6,6,1,22,"Germany",1,1,4,4,1,1,"235"
368,1,1,0,0,1,1,0,0,0,1,1,0,5,4,4,4,5,4,4,4,3,4,5,6,5,6,5,5,4,4,5,4,4,5,3,2,"",NA,"",2,6,6,7,4,6,5,5,6,6,2,21,"Germany",3,4,4,2,1,1,""
372,1,1,0,0,0,1,0,0,1,0,0,0,3,2,3,2,2,2,2,3,2,2,5,4,5,4,5,3,4,4,5,5,5,4,1,1,"mu ji",2,"",2,6,7,7,7,6,6,6,6,7,2,25,"China",1,2,1,5,1,2,""
373,1,1,1,1,1,0,0,0,0,0,0,0,4,7,6,2,2,2,4,1,2,2,6,6,6,6,5,5,4,4,6,6,6,6,3,2,"",NA,"",1,6,6,7,7,7,6,6,6,7,2,65,"Switzerland",2,6,5,5,4,2,"As you can gather, the price of the items does not influence my purchase habits and I only buy or almost only buy straight jeans."
374,1,1,1,1,1,1,1,0,1,1,1,0,6,5,5,2,4,2,2,2,2,2,6,6,6,6,4,4,4,4,3,3,3,3,3,2,"",NA,"",2,6,6,6,7,3,5,6,6,6,2,26,"Germany",2,2,2,5,2,2,""
375,3,1,0,0,1,1,1,1,1,1,1,0,5,1,2,4,2,3,1,2,3,4,5,6,6,5,6,5,6,5,5,6,6,6,1,2,"",NA,"",1,7,7,7,7,7,7,7,7,7,2,22,"Germany",2,2,4,4,1,1,""
376,1,1,0,1,0,0,0,0,0,0,0,0,6,2,7,2,3,1,3,1,1,2,6,6,6,6,4,4,4,4,4,4,4,4,3,2,"",NA,"",2,6,5,4,6,6,4,6,6,5,2,25,"Germany",1,1,4,2,1,1,""
377,2,1,0,0,1,1,1,1,1,1,0,0,7,1,1,6,3,1,5,6,2,2,6,6,6,3,6,6,6,4,6,6,6,4,3,2,"",NA,"",2,6,4,5,7,6,4,2,7,6,1,25,"Korea South",3,6,4,4,1,1,""
379,1,1,1,1,1,1,0,0,1,1,1,0,6,3,3,3,6,1,1,3,6,6,6,3,5,6,5,3,4,4,6,3,4,4,2,1,"Mystery shopping in retail shops for testing quality of customer service of the retail store",2,"",1,2,5,3,3,4,2,3,5,5,1,29,"Germany",2,3,1,2,1,2,"No comments"
382,1,1,1,1,1,1,1,0,1,1,1,0,6,1,5,4,3,1,1,2,2,2,3,3,4,2,4,4,4,2,4,4,3,4,3,2,"",NA,"",2,4,4,4,4,2,2,3,6,4,1,26,"Germany",2,5,2,5,2,1,""
383,3,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,2,"",NA,"",2,6,6,2,7,6,6,6,6,6,1,24,"Germany",1,1,4,4,1,1,""
384,1,1,0,1,1,1,1,1,1,0,0,0,4,3,5,5,2,2,2,2,2,2,5,5,5,5,4,4,5,4,6,6,6,6,2,2,"",NA,"",2,5,5,7,5,6,5,6,6,5,1,26,"China",3,5,4,4,1,1,""
385,2,0,0,0,0,0,1,0,0,0,0,0,3,3,3,4,2,6,2,2,2,3,6,3,4,3,4,4,4,4,4,4,4,4,3,1,"Food",2,"",1,5,6,4,6,3,4,5,4,7,2,22,"Germany",2,4,1,4,1,2,""
386,3,0,0,0,0,0,0,0,0,0,0,1,3,1,2,3,2,2,3,5,6,6,4,4,4,5,5,4,4,5,5,5,5,5,3,2,"",NA,"",2,6,5,2,6,6,5,6,6,5,1,23,"Germany",1,2,1,4,1,2,""
387,2,1,1,1,1,1,1,1,1,1,1,0,7,7,5,6,1,2,6,1,5,1,6,6,6,6,4,4,4,4,6,6,6,6,3,2,"",NA,"",1,5,4,4,6,5,3,4,4,5,1,23,"Germany",3,1,2,4,1,1,"235"
389,2,1,1,1,1,1,1,1,0,0,1,0,3,4,2,1,4,4,4,1,1,1,6,5,6,6,4,4,4,4,4,4,2,4,2,2,"",NA,"",2,6,6,7,6,5,5,6,6,6,1,24,"Germany",3,2,2,4,1,1,""
390,2,1,0,0,0,1,0,0,0,0,0,0,7,4,3,6,7,6,4,4,4,4,4,5,6,6,3,3,3,3,4,4,5,5,3,2,"",NA,"",2,6,6,4,3,5,5,5,5,7,2,24,"Turkey",2,1,1,4,1,2,""
391,2,1,1,1,1,1,1,1,1,1,1,0,3,3,1,1,1,3,1,1,3,5,5,5,5,4,4,4,4,4,4,4,4,4,3,2,"",NA,"",2,6,7,6,7,3,7,7,7,6,1,34,"Germany",2,1,4,4,1,1,""
393,2,1,1,1,1,1,1,1,1,1,1,0,5,2,2,2,1,5,6,5,6,6,4,4,5,4,5,5,5,4,4,4,4,3,1,1,"Beauty box, jewelry box",2,"",2,6,6,5,6,4,6,6,6,6,1,29,"Germany",2,2,1,5,2,2,""
395,2,1,1,1,1,1,1,1,1,1,1,0,6,2,2,2,3,2,3,1,1,1,5,5,6,6,4,4,4,4,4,4,5,4,2,2,"",NA,"",2,3,5,6,6,5,3,5,5,5,2,30,"Germany",1,2,1,2,1,2,""
397,2,1,0,1,0,1,0,1,0,1,1,0,7,1,4,1,7,3,3,1,5,5,7,7,7,7,4,5,5,4,5,4,5,5,3,1,"Secret escapes",1,"Secret escapes",1,6,6,6,6,6,6,6,6,6,1,31,"Germany",1,3,1,4,1,2,""
398,3,1,0,1,0,1,1,0,0,1,1,0,2,1,2,1,2,1,1,1,2,2,6,6,6,6,3,2,3,2,6,6,6,5,2,2,"",NA,"",2,6,5,6,6,5,6,7,5,6,1,28,"Switzerland",2,6,1,3,1,2,""
399,1,1,0,0,1,1,1,1,1,0,0,0,7,1,1,3,1,4,5,1,1,1,7,7,7,1,4,4,4,4,7,7,7,4,3,2,"",NA,"",2,7,6,7,7,6,6,7,7,5,1,28,"Venezuela",1,5,1,5,1,2,""
403,1,1,0,0,1,1,1,0,1,1,1,0,2,1,1,2,2,2,1,2,2,2,4,6,6,5,6,6,6,6,5,5,5,5,1,2,"",NA,"",2,4,6,7,7,2,4,6,6,6,2,22,"Germany",1,1,2,4,1,1,""
406,2,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,6,6,6,6,4,4,4,4,4,4,4,4,3,2,"",NA,"",2,6,6,6,5,3,6,6,6,6,2,26,"Germany",1,2,2,4,1,1,"Code 235"
410,2,1,1,1,1,1,1,0,0,1,1,0,4,3,4,2,3,1,1,2,6,6,5,5,7,6,4,4,4,4,5,5,6,6,2,2,"",NA,"",1,6,6,6,7,5,5,6,6,5,1,34,"Germany",2,3,1,5,2,2,""
411,2,1,0,0,0,1,0,0,0,1,0,0,6,6,6,1,6,6,6,6,6,6,3,3,4,5,4,4,4,4,4,2,1,4,2,2,"",NA,"",2,6,5,4,7,3,3,4,6,7,2,28,"Colombia",3,6,5,5,1,2,""
412,1,1,1,1,1,1,1,0,1,0,0,0,3,1,2,1,1,4,1,1,1,1,4,4,6,5,4,4,5,5,6,6,6,6,3,2,"",NA,"",1,5,6,7,7,5,5,6,6,5,1,33,"United Kingdom",2,5,1,4,2,2,""
413,1,0,0,0,0,0,0,0,0,0,0,1,5,5,1,5,5,1,1,1,1,5,6,6,6,6,2,2,2,2,6,6,6,6,3,2,"",NA,"",1,6,5,6,6,5,5,6,5,5,2,31,"Germany",1,1,2,4,2,1,""
414,1,1,0,0,1,0,1,0,0,0,0,0,5,2,3,6,2,6,1,3,3,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,"",NA,"",2,7,7,1,6,6,6,6,5,5,1,23,"Turkey",3,5,4,4,1,1,""
417,1,1,0,0,0,1,0,0,0,0,0,0,6,3,3,3,6,3,3,3,3,3,4,4,4,2,4,4,4,4,4,4,4,4,1,2,"",NA,"",1,4,6,6,7,6,5,6,6,6,2,28,"Egypt",3,1,1,4,1,2,""
418,2,1,0,0,0,0,0,0,0,1,1,0,5,3,4,3,3,3,4,4,3,6,4,6,6,4,4,4,4,5,4,5,6,4,3,2,"",NA,"",1,5,6,4,4,6,5,5,6,5,1,17,"Germany",3,2,4,2,1,2,""
419,2,1,1,0,1,1,0,0,0,0,1,0,6,4,3,6,6,4,3,2,3,2,6,5,7,6,4,5,5,5,5,4,7,5,3,2,"",NA,"",1,4,3,2,5,3,5,5,4,3,2,24,"Germany",1,1,5,2,1,1,""
421,2,1,1,0,1,1,0,0,1,1,1,0,6,5,3,6,6,2,2,3,3,4,6,6,6,5,5,5,5,4,6,5,6,5,3,1,"Hotel Room bookings",2,"",1,6,6,5,7,5,5,5,5,6,2,35,"Germany",3,3,1,4,2,2,""
427,2,1,0,1,1,1,0,0,0,0,0,0,6,3,6,5,6,3,3,3,5,3,6,7,7,6,4,4,4,4,6,7,7,7,3,2,"",NA,"",2,6,6,5,6,6,6,6,6,6,2,27,"Turkey",1,2,1,4,1,2,""
428,2,0,0,0,0,1,0,0,0,1,1,0,3,3,3,4,3,3,3,3,4,4,2,2,2,2,3,4,4,4,6,4,6,4,3,2,"",NA,"",1,6,5,3,6,6,6,6,6,4,1,28,"Germany",3,3,1,4,1,2,""
429,1,1,0,1,1,1,0,0,0,1,1,0,5,5,5,5,6,5,5,5,5,5,6,5,6,5,6,4,4,3,6,4,6,7,1,1,"Mystery box out of Amazon or ebay",2,"",2,7,7,7,7,4,6,7,7,6,2,25,"Germany",1,4,1,4,1,2,""
430,2,0,0,1,0,0,0,0,0,1,1,0,4,2,3,1,2,2,2,2,5,5,6,4,4,2,4,4,6,6,4,4,6,6,2,2,"",NA,"",1,6,6,6,6,6,6,5,6,6,2,23,"Germany",1,1,4,4,1,1,""
431,1,1,1,1,1,1,1,1,1,1,1,0,6,7,7,4,7,7,1,4,3,1,7,6,7,7,6,6,6,6,7,6,7,6,2,2,"",NA,"",1,7,7,7,7,7,7,7,7,7,2,35,"Germany",2,2,1,5,2,2,""
433,1,0,0,0,1,0,0,0,0,0,1,0,3,1,1,3,1,1,1,1,3,4,3,2,6,5,2,2,2,2,6,6,3,2,1,2,"",NA,"",1,6,3,3,6,3,5,3,3,3,1,18,"Germany",1,1,2,1,1,2,""
436,3,0,0,0,0,0,0,0,0,0,1,0,5,2,4,5,2,3,2,2,6,6,5,4,6,5,5,5,3,6,5,5,6,6,3,2,"",NA,"",1,4,6,7,7,6,5,6,4,6,1,17,"Germany",3,2,2,2,1,2,""
439,1,0,0,0,0,0,0,0,0,0,0,1,6,1,6,6,1,1,1,5,1,5,4,6,6,4,4,4,4,4,5,4,5,6,1,2,"",NA,"",2,4,6,4,5,4,5,5,5,5,2,14,"Slovakia",2,1,4,1,1,2,""
444,2,1,0,1,1,1,1,0,1,1,1,0,3,1,1,3,3,1,1,3,1,1,5,5,6,6,3,3,3,4,4,5,6,6,1,2,"",NA,"",2,4,6,7,7,6,6,7,6,7,1,24,"China",1,1,2,5,1,1,"Please show us the brand claims"
446,2,1,1,1,1,1,1,0,1,0,0,0,3,2,3,2,2,2,1,3,2,1,4,6,6,4,4,6,6,6,6,4,5,4,1,2,"",NA,"",2,5,5,5,5,5,4,4,5,5,2,30,"China",1,2,1,5,1,2,""
449,1,1,0,1,0,0,1,0,0,0,0,0,5,2,5,2,2,5,2,2,2,2,6,6,6,5,6,6,6,4,4,4,4,4,3,2,"",NA,"",1,6,5,6,4,6,5,6,6,4,1,25,"China",1,1,4,3,1,2,""
450,1,1,0,1,1,1,1,0,0,0,0,0,5,1,4,3,3,1,1,2,1,1,6,7,7,6,5,4,5,5,6,5,5,6,1,2,"",NA,"",2,7,7,7,7,7,7,7,7,7,2,23,"China",3,4,4,5,1,1,""
451,1,1,1,1,1,1,1,0,0,0,0,0,6,4,1,1,1,1,1,1,1,1,7,7,7,7,1,1,1,1,6,6,6,6,3,2,"",NA,"",2,7,7,6,5,5,6,7,6,7,2,28,"China",1,1,4,4,2,1,""
453,2,1,0,0,0,0,0,0,0,0,0,0,7,2,6,4,2,3,2,3,3,1,6,6,7,6,5,5,6,5,7,6,6,6,3,2,"",NA,"",1,6,6,6,6,6,5,5,6,6,1,27,"China",2,2,4,5,2,1,""
459,1,1,0,1,1,1,1,1,0,0,0,0,7,3,7,7,7,1,7,1,3,3,6,4,6,2,4,4,4,4,6,4,6,2,2,1,"Can’t remember!",2,"",2,7,5,5,6,6,3,2,6,6,2,28,"Lebanon",3,2,1,4,1,2,""
460,1,0,0,0,0,0,0,0,0,0,0,1,4,4,5,1,5,1,6,5,3,5,5,6,6,7,2,2,4,3,6,7,6,6,1,1,"Tommy hilfiger",2,"",1,7,3,7,7,6,6,4,5,5,2,22,"Syria",3,2,4,4,1,1,""
463,1,1,1,1,1,1,1,0,1,1,1,0,7,5,6,6,1,5,1,3,4,2,6,7,6,5,4,4,4,5,5,6,7,6,1,2,"",NA,"",2,6,6,7,7,7,6,6,7,5,2,28,"Iran",2,1,2,4,2,1,""
464,2,1,1,1,1,1,1,0,1,1,1,0,7,1,3,7,1,1,1,1,1,1,7,6,7,3,4,4,4,4,6,4,6,4,3,2,"",NA,"",2,7,5,7,7,6,4,4,6,6,1,28,"Iran",2,1,2,4,2,1,""
466,2,0,0,0,0,0,0,0,0,0,0,1,5,2,5,5,3,3,3,5,3,2,5,5,4,5,5,5,5,5,5,5,5,5,2,2,"",NA,"",2,5,5,5,5,5,5,4,5,4,1,24,"China",1,1,4,4,1,1,""
468,2,1,0,1,1,1,1,0,1,0,0,0,7,1,4,2,4,6,2,5,1,1,6,1,5,7,2,2,6,2,4,6,5,7,3,1,"Loot boxes",1,"Loot boxes",1,2,2,5,2,3,6,2,3,1,2,25,"Syria",1,1,4,4,1,1,""
472,1,1,1,0,0,1,0,0,0,0,0,0,3,1,2,1,2,2,1,2,2,2,6,4,6,6,4,5,5,5,3,4,5,5,3,2,"",NA,"",1,4,6,5,3,5,6,4,5,5,2,25,"Australia",3,6,2,2,1,2,""
473,1,1,1,1,1,1,1,0,1,1,1,0,5,5,5,5,5,2,5,5,3,5,6,6,6,4,6,5,4,6,6,5,6,5,2,2,"",NA,"",2,6,6,6,6,6,6,5,6,4,2,25,"Germany",3,4,2,4,1,1,""
474,2,1,1,1,1,1,1,1,1,1,1,0,7,4,6,4,4,1,4,2,2,1,7,7,7,7,4,4,5,4,5,6,6,6,3,1,"Glossy box Fabletics",2,"",2,6,6,6,5,7,5,4,6,6,1,26,"Germany",3,1,4,4,1,1,""
475,2,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,1,2,"",NA,"",1,6,6,6,2,6,6,6,6,6,1,24,"United States",1,1,4,5,1,1,""
476,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,4,4,7,5,4,4,4,4,4,4,4,4,3,2,"",NA,"",1,6,4,7,7,6,4,5,5,3,1,25,"Germany",2,3,1,4,2,2,""
477,1,1,0,0,0,0,1,0,0,0,0,0,7,3,6,5,5,6,4,5,2,3,6,6,7,6,4,4,3,3,4,4,6,7,1,2,"",NA,"",2,7,5,6,5,7,5,4,7,6,2,23,"Syria",3,1,1,4,1,2,""
478,1,1,0,0,1,1,1,1,1,0,0,0,5,1,1,7,4,7,7,7,3,2,6,2,7,4,3,6,7,3,1,1,1,2,2,2,"",NA,"",2,7,7,4,7,1,7,3,7,7,2,25,"Guatemala",2,1,2,4,1,1,""
481,2,1,0,1,1,1,1,1,1,1,0,0,6,3,2,5,5,1,1,1,3,2,6,6,7,4,5,4,4,4,6,6,6,6,2,2,"",NA,"",2,4,3,4,3,3,1,3,4,3,2,24,"Taiwan",1,2,1,4,1,2,"Part II seems too repetitive"
491,2,1,0,1,1,1,0,0,0,1,1,0,3,1,4,5,4,1,1,1,2,1,6,5,5,6,4,4,3,4,6,5,6,6,1,2,"",NA,"",2,4,5,2,6,5,3,2,5,5,2,25,"Germany",1,1,4,4,1,1,""
492,1,1,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,4,5,5,5,4,4,4,4,4,6,6,6,2,2,"",NA,"",2,5,6,5,6,5,5,6,5,5,2,36,"Slovakia",3,2,1,5,2,1,"Quite complicated survey"
494,2,1,0,1,1,1,0,0,1,1,1,0,5,2,6,6,2,2,2,2,6,3,6,6,6,6,3,3,3,2,6,5,6,5,2,2,"",NA,"",2,5,5,6,6,5,4,6,5,6,1,34,"China",3,4,1,5,2,2,""
497,3,1,0,1,1,1,1,1,1,1,1,0,3,3,3,1,2,1,2,2,4,5,6,6,6,6,5,3,3,3,6,6,6,6,3,2,"",NA,"",2,6,6,6,3,5,5,3,3,6,1,29,"China",1,1,2,5,1,1,""
499,3,1,0,1,1,1,1,1,1,1,0,0,6,1,6,3,2,6,1,4,2,1,6,6,6,6,4,4,4,4,4,4,4,4,3,1,"surprise grab bag",2,"",2,6,6,4,6,4,4,6,6,6,1,24,"China",3,3,1,5,1,1,""
500,1,1,1,1,1,1,1,0,1,1,1,0,2,1,1,3,1,2,1,1,3,2,5,6,6,4,4,6,6,4,6,6,7,6,1,1,"Some Chinese cloth brand",1,"Shirts and skirts",1,6,6,4,7,6,6,6,7,6,1,26,"China",1,1,4,5,1,1,"123"
501,2,1,0,1,1,1,1,0,1,1,0,0,7,1,4,2,7,3,1,1,1,1,7,4,7,6,4,4,4,4,6,6,6,7,3,2,"",NA,"",2,7,6,6,7,6,5,5,6,6,1,24,"Denmark",1,2,2,4,1,1,""
506,1,1,0,0,1,1,0,0,1,1,1,0,4,1,1,1,4,1,1,1,6,1,6,6,6,6,4,4,4,4,4,4,4,4,3,1,"Amazon Mystery Box",2,"",2,6,7,6,7,5,6,6,6,6,2,22,"Germany",2,2,3,2,1,2,""
514,2,1,0,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,6,6,6,6,5,5,5,5,5,5,5,5,3,2,"",NA,"",2,5,5,7,7,5,7,6,5,5,1,25,"China",2,3,1,5,2,2,""
516,2,0,0,0,0,0,0,0,0,1,1,0,6,6,4,5,5,3,1,2,7,7,6,5,6,4,5,4,5,6,4,6,6,7,3,1,"Viagogo",2,"",1,6,5,6,6,5,6,6,5,6,1,30,"Germany",2,2,4,4,2,1,""
518,1,1,1,1,1,1,1,0,1,1,1,0,2,2,1,4,5,3,1,3,3,3,6,5,6,6,4,4,4,4,5,4,5,5,1,1,"Traveling/Flights Food",2,"",2,7,7,7,7,7,7,7,7,7,2,29,"Germany",2,4,1,5,1,2,""
519,2,1,0,1,1,1,1,0,1,0,0,0,5,1,5,5,6,3,2,4,3,1,6,6,7,2,6,6,6,2,6,6,6,3,3,1,"Advent calendar",1,"Advent calendar",1,5,4,4,5,6,6,6,5,5,1,26,"China",1,1,4,4,1,1,""
521,3,0,0,0,1,1,1,0,0,0,0,0,6,3,1,6,5,5,2,5,1,1,6,6,6,6,6,6,6,5,6,6,6,7,1,2,"",NA,"",1,6,7,5,5,6,6,6,6,6,2,25,"Australia",1,4,1,4,1,2,""
522,2,1,0,1,1,1,1,0,1,1,0,0,6,2,5,5,2,4,2,2,2,2,7,7,7,7,4,5,5,6,6,6,7,6,1,1,"mystery box amazon mystery box hype",2,"",2,6,6,5,6,5,5,6,6,6,1,24,"Italy",3,3,4,4,1,1,""
523,1,1,0,1,0,0,0,0,0,0,0,0,6,5,4,1,5,1,5,1,1,1,4,4,4,4,2,2,2,2,2,2,2,2,3,2,"",NA,"",2,5,4,5,7,6,6,6,6,5,1,29,"Germany",2,2,2,3,2,1,""
524,2,1,1,1,1,1,1,0,1,1,1,0,6,2,4,1,2,2,1,1,5,2,7,6,7,7,6,4,6,7,6,6,6,6,3,2,"",NA,"",2,5,5,5,7,4,6,5,6,5,1,28,"Germany",3,2,1,4,1,2,""
525,2,1,0,1,1,1,0,0,0,0,0,0,7,2,6,7,6,3,2,1,4,3,7,6,6,6,4,4,3,3,6,5,6,6,2,2,"",NA,"",2,6,6,7,7,6,6,6,6,7,1,27,"Germany",2,6,1,5,2,2,""
526,2,1,0,1,1,1,1,1,1,1,1,0,7,1,4,5,2,2,3,1,4,4,6,7,6,7,4,4,3,4,6,6,6,6,3,2,"",NA,"",1,6,6,7,7,5,7,6,6,6,1,27,"Germany",3,2,2,4,1,1,""
527,2,1,1,0,1,1,0,0,1,1,1,0,4,3,1,2,1,1,1,1,7,6,6,6,6,5,5,5,5,4,6,5,6,6,2,2,"",NA,"",1,6,7,5,6,5,5,6,7,6,1,31,"Germany",2,3,1,4,2,2,""
529,1,1,1,0,1,1,0,1,0,1,1,0,5,4,2,4,4,3,4,2,4,3,6,5,6,6,4,4,4,4,4,4,4,5,1,2,"",NA,"",2,5,5,5,6,5,5,5,4,6,2,28,"Germany",1,3,1,4,1,2,""
530,2,1,1,1,1,1,1,1,1,1,1,0,6,2,1,2,5,4,4,1,1,1,7,5,6,4,3,4,4,1,5,5,6,6,3,2,"",NA,"",2,3,6,4,3,5,7,7,4,3,1,26,"Germany",2,3,1,5,2,2,""
531,2,1,1,1,1,1,1,1,1,1,1,0,7,1,1,4,3,1,1,1,1,1,3,4,5,2,4,4,4,4,5,3,4,5,2,1,"Blindbooking",2,"",1,7,7,7,7,6,6,7,6,7,2,25,"Germany",2,3,1,5,1,2,""
536,1,1,0,0,0,0,0,0,0,0,0,0,6,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,2,"",NA,"",1,5,4,6,5,5,5,5,5,4,2,27,"Taiwan",2,1,4,4,1,1,""
537,2,1,1,1,1,1,1,1,1,1,0,0,4,4,4,3,3,4,2,1,2,1,6,6,6,6,2,2,2,2,5,5,5,5,3,2,"",NA,"",2,7,7,6,7,7,7,6,7,7,1,27,"Taiwan",2,1,4,4,1,1,""
538,2,1,1,1,1,1,1,0,1,1,1,0,5,3,5,4,4,4,3,3,2,3,6,4,5,6,5,5,5,5,5,5,5,5,3,2,"",NA,"",1,6,6,6,7,6,6,6,6,6,1,30,"Germany",3,1,2,4,1,2,""
539,1,1,0,0,1,1,1,0,0,1,1,0,6,1,1,4,3,1,1,3,1,4,6,6,6,4,4,4,6,6,6,4,6,6,3,2,"",NA,"",1,7,7,7,6,7,7,7,7,7,1,23,"Germany",1,2,2,2,1,1,""
546,1,1,0,0,1,1,0,0,0,1,1,0,5,3,3,4,2,5,3,3,5,5,6,5,6,4,4,4,5,4,6,4,6,4,3,1,"Boxes with different sweets from foreign countries",1,"Boxes with sweets from foreign countries",1,6,5,6,7,6,5,6,6,5,2,22,"Germany",3,1,4,2,2,1,""
547,1,1,0,0,0,0,0,0,0,1,1,0,3,4,3,1,1,1,1,1,3,3,4,2,4,4,4,4,4,4,5,4,4,5,1,2,"",NA,"",1,4,6,7,6,4,5,5,6,6,2,27,"Germany",1,1,2,5,1,1,"I dont care about the Brand, i rather care about aspects like fair production."
548,2,1,1,1,1,1,1,0,1,1,0,0,6,3,1,1,2,2,1,1,1,1,7,6,7,7,6,5,4,4,5,6,7,6,3,2,"",NA,"",1,6,6,7,6,6,6,6,6,6,2,23,"Italy",3,2,4,4,1,1,""
550,1,1,0,0,0,0,0,0,0,0,0,0,7,3,4,1,2,1,1,2,4,3,5,5,5,4,4,4,4,4,3,3,3,3,2,2,"",NA,"",1,3,4,7,7,2,5,5,7,4,2,25,"Italy",1,1,2,4,1,1,"i like regular jeans"
551,2,1,0,1,1,1,0,0,1,1,1,0,5,3,4,1,1,1,1,1,4,4,5,4,6,4,5,4,6,4,5,4,6,4,3,2,"",NA,"",1,4,3,5,6,3,5,5,4,4,1,26,"Slovakia",1,2,1,5,1,2,""
553,2,1,0,0,1,1,1,0,0,1,1,0,6,3,5,4,6,5,5,3,3,3,4,5,6,6,4,4,4,4,6,5,6,6,3,2,"",NA,"",1,5,6,4,6,6,5,4,5,6,2,23,"Germany",2,1,2,4,1,1,""
554,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,1,"Lootbox lotteries in many different forms e.g. Lootcrate etc.",2,"",2,6,5,5,6,4,5,6,5,5,2,19,"Germany",3,5,4,2,1,1,"I often missed a „ I don‘t know“ category, because it is not the same as a neutral position. Also some of the statements where a bit too implying. Lastly, there were many more faktors to consider when buying a pair of jeans than just the few given here which are far more important to the process of a customer decision"
557,1,0,0,0,0,0,0,0,0,0,0,1,4,3,3,1,1,1,1,1,3,1,4,5,6,5,4,4,4,2,4,4,4,3,3,2,"",NA,"",2,5,5,6,6,6,4,5,5,3,1,23,"Belgium",1,3,4,4,1,1,""
